qId;qTxt;ansId;ansTxt;quExplain;ansExplain
21;Quelle activité de la chaîne de valeur permet de s'assurer que les personnes comprennent la vision de l'organisation ?;B;Planifier;;"Le but de l'activité de la chaîne de valeur ""planifier"" est « de s'assurer d'une compréhension commune de la vision, de l'état actuel, et une direction d'amélioration pour les quatre dimensions et tous les produits et services de l'organisation. » Réf. 4.5.1"
21;Quelle activité de la chaîne de valeur permet de s'assurer que les personnes comprennent la vision de l'organisation ?;C;Fournir et assurer le support;;"Le but de l'activité de la chaîne de valeur ""fournir et soutenir"" est « de s'assurer que les services sont fournis et soutenus conformément aux spécifications convenues et aux attentes des parties prenantes. » Réf. 4.5.6"
21;Quelle activité de la chaîne de valeur permet de s'assurer que les personnes comprennent la vision de l'organisation ?;D;Obtenir/construire;;"Le but de l'activité de la chaîne de valeur ""obtenir/construire"" est de « s'assurer que les composants de service sont disponibles quand et où ils sont requis, et qu'ils répondent aux spécifications convenues ». Réf. 4.5.5"
22;Quel énoncé sur les activités de la chaîne de valeur est CORRECT ?;A;Chaque pratique appartient à une activité spécifique de la chaîne de valeur;;« Les activités de la chaîne de valeur utilisent différentes combinaisons des pratiques ITIL. » Aucune pratique n'appartient à une seule activité de la chaîne de valeur. Réf. 4.5
22;Quel énoncé sur les activités de la chaîne de valeur est CORRECT ?;B;Une combinaison spécifique d'activités de la chaîne de valeur et de pratiques constitue une relation de service;;Les flux de valeur de service sont « des combinaisons spécifiques d'activités et de pratiques, et chacune est conçue pour un scénario spécifique » et « Les relations de service comprennent la fourniture de service, la consommation de service et la gestion des relations de service ». Réf. 4,5, 2.4.1
22;Quel énoncé sur les activités de la chaîne de valeur est CORRECT ?;C;Les activités de la chaîne de valeur constituent un flux de travail unique qui permet de créer de la valeur;;Les flux de valeur de service sont « des combinaisons spécifiques d'activités et de pratiques, et chacune est conçue pour un scénario spécifique ». Plusieurs flux de valeur de service peuvent exister au sein d'une même chaîne de valeur. Réf. 4.5
22;Quel énoncé sur les activités de la chaîne de valeur est CORRECT ?;D;Chaque activité de la chaîne de valeur contribue à la chaîne de valeur en transformant des entrées spécifiques en livrables;;« Ces activités représentent les étapes qu'une organisation entreprend pour créer de la valeur. Chaque activité transforme des entrées en livrables. Ces entrées peuvent être des demandes provenant de l’extérieur de la chaîne de valeur ou à des livrables issus d’autres activités. Toutes les activités sont interconnectées et chacune d'entre elles reçoit ou déclenche des actions ultérieures. » Réf. 4.5
23;"Quel est le but de la pratique de ""gestion des fournisseurs"" ?";A;S'assurer que les fournisseurs de l'organisation et leurs performances sont gérés de manière appropriée afin de;;« Le but de la pratique de gestion des fournisseurs est de s'assurer que les fournisseurs de l'organisation et leurs niveaux de performance sont gérés de manière appropriée, afin de soutenir l'approvisionnement en produits et services de qualité, parfaitement intégrés. » Réf. 5.1.13
23;"Quel est le but de la pratique de ""gestion des fournisseurs"" ?";B;Aligner les pratiques et services de l'organisation sur les besoins business évolutifs via l'identification et l'amélioration;;"« Le but de la pratique d'amélioration continue est d'aligner les pratiques et services de l'organisation sur les besoins business évolutifs via l'amélioration continue des produits, des services, des pratiques et de tous les éléments impliqués dans la gestion des produits et services. » Ce n'est pas le but de la pratique de ""gestion des fournisseurs"". Il est peu probable qu'une organisation modifie ses pratiques pour s'adapter aux besoins d'un fournisseur. Réf. 5.1.2"
23;"Quel est le but de la pratique de ""gestion des fournisseurs"" ?";C;S'assurer que les fournisseurs de l'organisation et leurs performances sont gérés de manière appropriée et aux niveaux;;"« Le but de la pratique de gestion des relations est d'établir et d'entretenir des liens entre une organisation et ses parties prenantes aux niveaux stratégiques et tactiques. » Ce n'est pas le but de la pratique de ""gestion des fournisseurs"". Réf. 5.1.9"
23;"Quel est le but de la pratique de ""gestion des fournisseurs"" ?";D;S'assurer que des informations exactes et fiables sur la configuration des services des fournisseurs sont disponibles;;"« Le but de la pratique de gestion de la configuration des services est de s'assurer que des informations exactes et fiables sur la configuration des services, et sur les éléments de configuration qui les soutiennent, sont disponibles au moment et à l'endroit requis. » Ce n'est pas le but de la pratique de ""gestion des fournisseurs"". Réf. 5.2.11"
24;Quels sont les deux types de coûts que le consommateur d'un service doit évaluer ?;A;Le prix du service et le coût de la création du service;;Le prix du service ne représente qu'une partie des coûts imposés au consommateur. Les coûts de la création du service concernent le fournisseur de services et non le consommateur du service. Le consommateur du service devrait également évaluer les coûts qui lui ont été supprimés. Réf. 2.5.2
24;Quels sont les deux types de coûts que le consommateur d'un service doit évaluer ?;B;Les coûts supprimés par le service et les coûts imposés par le service;;Du point de vue du consommateur du service, deux types de coûts sont impliqués dans les relations de service : 1. Les coûts supprimés pour le consommateur de service (une partie de la proposition de valeur). Par exemple, les coûts du personnel, de la technologie et des autres ressources que le consommateur ne doit pas fournir. 2. Les coûts imposés au consommateur par le service (les coûts de la consommation du service). Le coût total lié à la consommation d'un service comprend le prix facturé par le fournisseur de services (le cas échéant), ainsi que d'autres coûts tels que la formation du personnel, l'utilisation du réseau, les achats, etc. Réf. 2.5.2
24;Quels sont les deux types de coûts que le consommateur d'un service doit évaluer ?;C;Le coût de la fourniture du service et le coût de l'amélioration du service;;Le coût de la fourniture du service et le coût de l'amélioration du service concernent le fournisseur de services et non le consommateur du service. Le consommateur du service doit évaluer les coûts qui lui ont été supprimés et ceux qui lui sont imposés. Réf. 2.5.2
24;Quels sont les deux types de coûts que le consommateur d'un service doit évaluer ?;D;Le coût du logiciel et le coût du matériel;;Les deux catégories de coûts que le consommateur d'un service doit évaluer sont les coûts qui lui ont été supprimés et ceux qui lui sont imposés. Le coût du matériel et des logiciels peut être inclus à l'une ou l'autre de ces catégories, mais il ne constituera qu'une partie de ce coût. Réf. 2.5.2
25;"Laquelle des options suivantes est un but de la pratique du ""centre de services"" ?";A;Réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles;;« Le but de la pratique de gestion des problèmes est de réduire la probabilité et l'impact des incidents en identifiant leurs causes réelles ou potentielles et en gérant les solutions de contournement et les erreurs connues. » Réf. 5.2.8
